name,site_type,link,unique_id,gallery_url,picture_url
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,cultural,https://whc.unesco.org/en/list/1100,1100,https://whc.unesco.org/en/list/1100/gallery,https://whc.unesco.org/uploads/thumbs/site_1100_0004-1200-630-20120625114004.jpg
Pampulha Modern Ensemble,cultural,https://whc.unesco.org/en/list/1493,1493,https://whc.unesco.org/en/list/1493/gallery,https://whc.unesco.org/uploads/thumbs/site_1493_0048-1200-630-20220208193230.jpg
Valongo Wharf Archaeological Site,cultural,https://whc.unesco.org/en/list/1548,1548,https://whc.unesco.org/en/list/1548/gallery,https://whc.unesco.org/uploads/thumbs/site_1548_0004-1200-630-20170705163424.jpg
Paraty and Ilha Grande – Culture and Biodiversity,mixed,https://whc.unesco.org/en/list/1308,1308,https://whc.unesco.org/en/list/1308/gallery,https://whc.unesco.org/uploads/thumbs/site_1308_0006-1200-630-20251106152613.jpg
Sítio Roberto Burle Marx,cultural,https://whc.unesco.org/en/list/1620,1620,https://whc.unesco.org/en/list/1620/gallery,https://whc.unesco.org/uploads/thumbs/site_1620_0001-1200-630-20200327151141.jpg
Lençóis Maranhenses National Park,natural,https://whc.unesco.org/en/list/1611,1611,https://whc.unesco.org/en/list/1611/gallery,https://whc.unesco.org/uploads/thumbs/site_1611_0007-1200-630-20240531145322.jpg
Peruaçu River Canyon,natural,https://whc.unesco.org/en/list/1747,1747,https://whc.unesco.org/en/list/1747/gallery,https://whc.unesco.org/uploads/thumbs/site_1747_0011-1200-630-20250617155719.jpg
Boyana Church,cultural,https://whc.unesco.org/en/list/42,42,https://whc.unesco.org/en/list/42/gallery,https://whc.unesco.org/uploads/thumbs/site_0042_0005-1200-630-20130419121325.jpg
Madara Rider,cultural,https://whc.unesco.org/en/list/43,43,https://whc.unesco.org/en/list/43/gallery,https://whc.unesco.org/uploads/thumbs/site_0043_0001-1200-630-20081229164058.jpg
Rock-Hewn Churches of Ivanovo,cultural,https://whc.unesco.org/en/list/45,45,https://whc.unesco.org/en/list/45/gallery,https://whc.unesco.org/uploads/thumbs/site_0045_0001-1200-630-20090924172939.jpg
Thracian Tomb of Kazanlak,cultural,https://whc.unesco.org/en/list/44,44,https://whc.unesco.org/en/list/44/gallery,https://whc.unesco.org/uploads/thumbs/site_0044_0001-1200-630-20100520161237.jpg
Ancient City of Nessebar,cultural,https://whc.unesco.org/en/list/217,217,https://whc.unesco.org/en/list/217/gallery,https://whc.unesco.org/uploads/thumbs/site_0217_0011-1200-630-20251113125331.jpg
Pirin National Park,natural,https://whc.unesco.org/en/list/225,225,https://whc.unesco.org/en/list/225/gallery,https://whc.unesco.org/uploads/thumbs/site_0225_0010-1200-630-20150518200741.jpg
Rila Monastery,cultural,https://whc.unesco.org/en/list/216,216,https://whc.unesco.org/en/list/216/gallery,https://whc.unesco.org/uploads/thumbs/site_0216_0001-1200-630-20151104162507.jpg
Srebarna Nature Reserve,natural,https://whc.unesco.org/en/list/219,219,https://whc.unesco.org/en/list/219/gallery,https://whc.unesco.org/uploads/thumbs/site_0219_0002-1200-630-20151104162536.jpg
Thracian Tomb of Sveshtari,cultural,https://whc.unesco.org/en/list/359,359,https://whc.unesco.org/en/list/359/gallery,https://whc.unesco.org/uploads/thumbs/site_0359_0001-1200-630-20090924180152.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
W-Arly-Pendjari Complex,natural,https://whc.unesco.org/en/list/749,749,https://whc.unesco.org/en/list/749/gallery,https://whc.unesco.org/uploads/thumbs/site_0749_0007-1200-630-20170607180434.jpg
Ruins of Loropéni,cultural,https://whc.unesco.org/en/list/1225,1225,https://whc.unesco.org/en/list/1225/gallery,https://whc.unesco.org/uploads/thumbs/site_1225_0017-1200-630-20230210101541.jpg
Ancient Ferrous Metallurgy Sites of Burkina Faso,cultural,https://whc.unesco.org/en/list/1602,1602,https://whc.unesco.org/en/list/1602/gallery,https://whc.unesco.org/uploads/thumbs/site_1602_0001-1200-630-20180305150424.jpg
Royal Court of Tiébélé,cultural,https://whc.unesco.org/en/list/1713,1713,https://whc.unesco.org/en/list/1713/gallery,https://whc.unesco.org/uploads/thumbs/site_1713_0013-1200-630-20240326113819.jpg
"Cidade Velha, Historic Centre of Ribeira Grande",cultural,https://whc.unesco.org/en/list/1310,1310,https://whc.unesco.org/en/list/1310/gallery,https://whc.unesco.org/uploads/thumbs/site_1310_0003-1200-630-20151104162627.jpg
Angkor,cultural,https://whc.unesco.org/en/list/668,668,https://whc.unesco.org/en/list/668/gallery,https://whc.unesco.org/uploads/thumbs/site_0668_0067-1200-630-20151104115852.jpg
Temple of Preah Vihear,cultural,https://whc.unesco.org/en/list/1224,1224,https://whc.unesco.org/en/list/1224/gallery,https://whc.unesco.org/uploads/thumbs/site_1224_0014-1200-630-20231019093711.jpg
"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",cultural,https://whc.unesco.org/en/list/1532,1532,https://whc.unesco.org/en/list/1532/gallery,https://whc.unesco.org/uploads/thumbs/site_1532_0014-1200-630-20231114171358.jpg
Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,cultural,https://whc.unesco.org/en/list/1667,1667,https://whc.unesco.org/en/list/1667/gallery,https://whc.unesco.org/uploads/thumbs/site_1667_0014-1200-630-20221103173925.jpg
Cambodian Memorial Sites: From centres of repression to places of peace and reflection,cultural,https://whc.unesco.org/en/list/1748,1748,https://whc.unesco.org/en/list/1748/gallery,https://whc.unesco.org/uploads/thumbs/site_1748_0012-1200-630-20250616145242.jpg
Dja Faunal Reserve,natural,https://whc.unesco.org/en/list/407,407,https://whc.unesco.org/en/list/407/gallery,https://whc.unesco.org/uploads/thumbs/site_0407_0005-1200-630-20151104162649.jpg
Sangha Trinational,natural,https://whc.unesco.org/en/list/1380,1380,https://whc.unesco.org/en/list/1380/gallery,https://whc.unesco.org/uploads/thumbs/site_1380_0004-1200-630-20231020133329.jpg
Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,cultural,https://whc.unesco.org/en/list/1745,1745,https://whc.unesco.org/en/list/1745/gallery,https://whc.unesco.org/uploads/thumbs/site_1745_0003-1200-630-20250711120009.jpg
L’Anse aux Meadows National Historic Site,cultural,https://whc.unesco.org/en/list/4,4,https://whc.unesco.org/en/list/4/gallery,https://whc.unesco.org/uploads/thumbs/site_0004_0001-1200-630-20090924181234.jpg
Nahanni National Park,natural,https://whc.unesco.org/en/list/24,24,https://whc.unesco.org/en/list/24/gallery,https://whc.unesco.org/uploads/thumbs/site_0024_0001-1200-630-20090916184130.jpg
Dinosaur Provincial Park,natural,https://whc.unesco.org/en/list/71,71,https://whc.unesco.org/en/list/71/gallery,https://whc.unesco.org/uploads/thumbs/site_0071_0001-1200-630-20090910163537.jpg
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,natural,https://whc.unesco.org/en/list/72,72,https://whc.unesco.org/en/list/72/gallery,https://whc.unesco.org/uploads/thumbs/site_0072_0027-1200-630-20241127094800.jpg
Head-Smashed-In Buffalo Jump,cultural,https://whc.unesco.org/en/list/158,158,https://whc.unesco.org/en/list/158/gallery,https://whc.unesco.org/uploads/thumbs/site_0158_0001-1200-630-20120917155504.jpg
SGang Gwaay,cultural,https://whc.unesco.org/en/list/157,157,https://whc.unesco.org/en/list/157/gallery,https://whc.unesco.org/uploads/thumbs/site_0157_0001-1200-630-20090924182044.jpg
Wood Buffalo National Park,natural,https://whc.unesco.org/en/list/256,256,https://whc.unesco.org/en/list/256/gallery,https://whc.unesco.org/uploads/thumbs/site_0256_0001-1200-630-20090916185810.jpg
Canadian Rocky Mountain Parks,natural,https://whc.unesco.org/en/list/304,304,https://whc.unesco.org/en/list/304/gallery,https://whc.unesco.org/uploads/thumbs/site_0304_0002-1200-630-20121123104125.jpg
Historic District of Old Québec,cultural,https://whc.unesco.org/en/list/300,300,https://whc.unesco.org/en/list/300/gallery,https://whc.unesco.org/uploads/thumbs/site_0300_0017-1200-630-20151104121017.jpg
Gros Morne National Park,natural,https://whc.unesco.org/en/list/419,419,https://whc.unesco.org/en/list/419/gallery,https://whc.unesco.org/uploads/thumbs/site_0419_0001-1200-630-20090916190933.jpg
Old Town Lunenburg,cultural,https://whc.unesco.org/en/list/741,741,https://whc.unesco.org/en/list/741/gallery,https://whc.unesco.org/uploads/thumbs/site_0741_0018-1200-630-20130716160010.jpg
Waterton Glacier International Peace Park,natural,https://whc.unesco.org/en/list/354,354,https://whc.unesco.org/en/list/354/gallery,https://whc.unesco.org/uploads/thumbs/site_0354_0001-1200-630-20110920201420.jpg
Miguasha National Park,natural,https://whc.unesco.org/en/list/686,686,https://whc.unesco.org/en/list/686/gallery,https://whc.unesco.org/uploads/thumbs/site_0686_0001-1200-630-20090924184624.jpg
Rideau Canal,cultural,https://whc.unesco.org/en/list/1221,1221,https://whc.unesco.org/en/list/1221/gallery,https://whc.unesco.org/uploads/thumbs/site_1221_0001-1200-630-20110920204328.jpg
Joggins Fossil Cliffs,natural,https://whc.unesco.org/en/list/1285,1285,https://whc.unesco.org/en/list/1285/gallery,https://whc.unesco.org/uploads/thumbs/site_1285_0004-1200-630-20231020154730.jpg
Landscape of Grand Pré,cultural,https://whc.unesco.org/en/list/1404,1404,https://whc.unesco.org/en/list/1404/gallery,https://whc.unesco.org/uploads/thumbs/site_1404_0001-1200-630-20151104163357.jpg
Red Bay Basque Whaling Station,cultural,https://whc.unesco.org/en/list/1412,1412,https://whc.unesco.org/en/list/1412/gallery,https://whc.unesco.org/uploads/thumbs/site_1412_0003-1200-630-20221003170347.jpg
Mistaken Point,natural,https://whc.unesco.org/en/list/1497,1497,https://whc.unesco.org/en/list/1497/gallery,https://whc.unesco.org/uploads/thumbs/site_1497_0008-1200-630-20230113162941.jpg
Pimachiowin Aki,mixed,https://whc.unesco.org/en/list/1415,1415,https://whc.unesco.org/en/list/1415/gallery,https://whc.unesco.org/uploads/thumbs/site_1415_0007-1200-630-20230119162929.jpg
Writing-on-Stone / Áísínai’pi,cultural,https://whc.unesco.org/en/list/1597,1597,https://whc.unesco.org/en/list/1597/gallery,https://whc.unesco.org/uploads/thumbs/site_1597_0004-1200-630-20180228145544.jpg
Anticosti,natural,https://whc.unesco.org/en/list/1686,1686,https://whc.unesco.org/en/list/1686/gallery,https://whc.unesco.org/uploads/thumbs/site_1686_0013-1200-630-20231020093515.jpg
Tr’ondëk-Klondike,cultural,https://whc.unesco.org/en/list/1564,1564,https://whc.unesco.org/en/list/1564/gallery,https://whc.unesco.org/uploads/thumbs/site_1564_0009-1200-630-20231020134509.jpg
Manovo-Gounda St Floris National Park,natural_danger,https://whc.unesco.org/en/list/475,475,https://whc.unesco.org/en/list/475/gallery,https://whc.unesco.org/uploads/thumbs/site_0475_0001-1200-630-20151104163513.jpg
Sangha Trinational,natural,https://whc.unesco.org/en/list/1380,1380,https://whc.unesco.org/en/list/1380/gallery,https://whc.unesco.org/uploads/thumbs/site_1380_0004-1200-630-20231020133329.jpg
Lakes of Ounianga,natural,https://whc.unesco.org/en/list/1400,1400,https://whc.unesco.org/en/list/1400/gallery,https://whc.unesco.org/uploads/thumbs/site_1400_0001-1200-630-20120618164520.jpg
Ennedi Massif: Natural and Cultural Landscape,mixed,https://whc.unesco.org/en/list/1475,1475,https://whc.unesco.org/en/list/1475/gallery,https://whc.unesco.org/uploads/thumbs/site_1475_0001-1200-630-20160616155218.jpg
Rapa Nui National Park,cultural,https://whc.unesco.org/en/list/715,715,https://whc.unesco.org/en/list/715/gallery,https://whc.unesco.org/uploads/thumbs/site_0715_0001-1200-630-20090929161624.jpg
Churches of Chiloé,cultural,https://whc.unesco.org/en/list/971,971,https://whc.unesco.org/en/list/971/gallery,https://whc.unesco.org/uploads/thumbs/site_0971_0001-1200-630-20090924190142.jpg
Historic Quarter of the Seaport City of Valparaíso,cultural,https://whc.unesco.org/en/list/959,959,https://whc.unesco.org/en/list/959/gallery,https://whc.unesco.org/uploads/thumbs/site_0959_0020-1200-630-20151104163832.jpg
Humberstone and Santa Laura Saltpeter Works,cultural,https://whc.unesco.org/en/list/1178,1178,https://whc.unesco.org/en/list/1178/gallery,https://whc.unesco.org/uploads/thumbs/site_1178_0004-1200-630-20121115153157.jpg
Sewell Mining Town,cultural,https://whc.unesco.org/en/list/1214,1214,https://whc.unesco.org/en/list/1214/gallery,https://whc.unesco.org/uploads/thumbs/site_1214_0001-1200-630-20151104163303.jpg
"Qhapaq Ñan, Andean Road System",cultural,https://whc.unesco.org/en/list/1459,1459,https://whc.unesco.org/en/list/1459/gallery,https://whc.unesco.org/uploads/thumbs/site_1459_0020-1200-630-20170322164215.jpg
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,cultural,https://whc.unesco.org/en/list/1634,1634,https://whc.unesco.org/en/list/1634/gallery,https://whc.unesco.org/uploads/thumbs/site_1634_0015-1200-630-20211208140652.jpg
Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,cultural,https://whc.unesco.org/en/list/439,439,https://whc.unesco.org/en/list/439/gallery,https://whc.unesco.org/uploads/thumbs/site_0439_0001-1200-630-20151104132041.jpg
Mausoleum of the First Qin Emperor,cultural,https://whc.unesco.org/en/list/441,441,https://whc.unesco.org/en/list/441/gallery,https://whc.unesco.org/uploads/thumbs/site_0441_0027-1200-630-20140707154047.jpg
Mogao Caves,cultural,https://whc.unesco.org/en/list/440,440,https://whc.unesco.org/en/list/440/gallery,https://whc.unesco.org/uploads/thumbs/site_0440_0002-1200-630-20200821115337.jpg
Mount Taishan,mixed,https://whc.unesco.org/en/list/437,437,https://whc.unesco.org/en/list/437/gallery,https://whc.unesco.org/uploads/thumbs/site_0437_0001-1200-630-20080618103936.jpg
Peking Man Site at Zhoukoudian,cultural,https://whc.unesco.org/en/list/449,449,https://whc.unesco.org/en/list/449/gallery,https://whc.unesco.org/uploads/thumbs/site_0449_0011-1200-630-20241024162447.jpg
The Great Wall,cultural,https://whc.unesco.org/en/list/438,438,https://whc.unesco.org/en/list/438/gallery,https://whc.unesco.org/uploads/thumbs/site_0438_0035-1200-630-20251217144955.jpg
Mount Huangshan,mixed,https://whc.unesco.org/en/list/547,547,https://whc.unesco.org/en/list/547/gallery,https://whc.unesco.org/uploads/thumbs/site_0547_0010-1200-630-20151104164414.jpg
Huanglong Scenic and Historic Interest Area,natural,https://whc.unesco.org/en/list/638,638,https://whc.unesco.org/en/list/638/gallery,https://whc.unesco.org/uploads/thumbs/site_0638_0002-1200-630-20130515152112.jpg
Jiuzhaigou Valley Scenic and Historic Interest Area,natural,https://whc.unesco.org/en/list/637,637,https://whc.unesco.org/en/list/637/gallery,https://whc.unesco.org/uploads/thumbs/site_0637_0018-1200-630-20140707152423.jpg
Wulingyuan Scenic and Historic Interest Area,natural,https://whc.unesco.org/en/list/640,640,https://whc.unesco.org/en/list/640/gallery,https://whc.unesco.org/uploads/thumbs/site_0640_0004-1200-630-20130516161335.jpg
Ancient Building Complex in the Wudang Mountains,cultural,https://whc.unesco.org/en/list/705,705,https://whc.unesco.org/en/list/705/gallery,https://whc.unesco.org/uploads/thumbs/site_0705_0007-1200-630-20231102121558.jpg
"Historic Ensemble of the Potala Palace, Lhasa",cultural,https://whc.unesco.org/en/list/707,707,https://whc.unesco.org/en/list/707/gallery,https://whc.unesco.org/uploads/thumbs/site_0707_0001-1200-630-20110920202629.jpg
"Mountain Resort and its Outlying Temples, Chengde",cultural,https://whc.unesco.org/en/list/703,703,https://whc.unesco.org/en/list/703/gallery,https://whc.unesco.org/uploads/thumbs/site_0703_0011-1200-630-20241024161315.jpg
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,cultural,https://whc.unesco.org/en/list/704,704,https://whc.unesco.org/en/list/704/gallery,https://whc.unesco.org/uploads/thumbs/site_0704_0007-1200-630-20131203162349.jpg
Lushan National Park,cultural,https://whc.unesco.org/en/list/778,778,https://whc.unesco.org/en/list/778/gallery,https://whc.unesco.org/uploads/thumbs/site_0778_0005-1200-630-20241024170411.jpg
"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",mixed,https://whc.unesco.org/en/list/779,779,https://whc.unesco.org/en/list/779/gallery,https://whc.unesco.org/uploads/thumbs/site_0779_0005-1200-630-20151104164335.jpg
Ancient City of Ping Yao,cultural,https://whc.unesco.org/en/list/812,812,https://whc.unesco.org/en/list/812/gallery,https://whc.unesco.org/uploads/thumbs/site_0812_0001-1200-630-20151104163332.jpg
Classical Gardens of Suzhou,cultural,https://whc.unesco.org/en/list/813,813,https://whc.unesco.org/en/list/813/gallery,https://whc.unesco.org/uploads/thumbs/site_0813_0021-1200-630-20241024171444.jpg
Old Town of Lijiang,cultural,https://whc.unesco.org/en/list/811,811,https://whc.unesco.org/en/list/811/gallery,https://whc.unesco.org/uploads/thumbs/site_0811_0020-1200-630-20241024173351.jpg
"Summer Palace, an Imperial Garden in Beijing",cultural,https://whc.unesco.org/en/list/880,880,https://whc.unesco.org/en/list/880/gallery,https://whc.unesco.org/uploads/thumbs/site_0880_0048-1200-630-20241025093839.jpg
