name,link,site_type
Iwami Ginzan Silver Mine and its Cultural Landscape,https://whc.unesco.org/en/list/1246,cultural
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",https://whc.unesco.org/en/list/1277,cultural
Ogasawara Islands,https://whc.unesco.org/en/list/1362,natural
"Fujisan, sacred place and source of artistic inspiration",https://whc.unesco.org/en/list/1418,cultural
Tomioka Silk Mill and Related Sites,https://whc.unesco.org/en/list/1449,cultural
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",https://whc.unesco.org/en/list/1484,cultural
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",https://whc.unesco.org/en/list/1321,cultural
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,https://whc.unesco.org/en/list/1535,cultural
Hidden Christian Sites in the Nagasaki Region,https://whc.unesco.org/en/list/1495,cultural
Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,https://whc.unesco.org/en/list/1593,cultural
"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",https://whc.unesco.org/en/list/1574,natural
Jomon Prehistoric Sites in Northern Japan,https://whc.unesco.org/en/list/1632,cultural
Sado Island Gold Mines,https://whc.unesco.org/en/list/1698,cultural
Old City of Jerusalem and its Walls,https://whc.unesco.org/en/list/148,cultural_danger
Petra,https://whc.unesco.org/en/list/326,cultural
Quseir Amra,https://whc.unesco.org/en/list/327,cultural
Um er-Rasas (Kastrom Mefa'a),https://whc.unesco.org/en/list/1093,cultural
Wadi Rum Protected Area,https://whc.unesco.org/en/list/1377,mixed
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),https://whc.unesco.org/en/list/1446,cultural
As-Salt - The Place of Tolerance and Urban Hospitality,https://whc.unesco.org/en/list/689,cultural
Umm Al-Jimāl,https://whc.unesco.org/en/list/1721,cultural
Mausoleum of Khoja Ahmed Yasawi,https://whc.unesco.org/en/list/1103,cultural
Petroglyphs of the Archaeological Landscape of Tanbaly,https://whc.unesco.org/en/list/1145,cultural
Saryarka – Steppe and Lakes of Northern Kazakhstan,https://whc.unesco.org/en/list/1102,natural
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,https://whc.unesco.org/en/list/1442,cultural
Western Tien-Shan,https://whc.unesco.org/en/list/1490,natural
Cold Winter Deserts of Turan,https://whc.unesco.org/en/list/1693,natural
Lake Turkana National Parks,https://whc.unesco.org/en/list/801,natural_danger
Mount Kenya National Park/Natural Forest,https://whc.unesco.org/en/list/800,natural
Lamu Old Town,https://whc.unesco.org/en/list/1055,cultural
Sacred Mijikenda Kaya Forests,https://whc.unesco.org/en/list/1231,cultural
"Fort Jesus, Mombasa",https://whc.unesco.org/en/list/1295,cultural
Kenya Lake System in the Great Rift Valley,https://whc.unesco.org/en/list/1060,natural
Thimlich Ohinga Archaeological Site,https://whc.unesco.org/en/list/1450,cultural
The Historic Town and Archaeological Site of Gedi,https://whc.unesco.org/en/list/1720,cultural
Phoenix Islands Protected Area,https://whc.unesco.org/en/list/1325,natural
Sulaiman-Too Sacred Mountain,https://whc.unesco.org/en/list/1230,cultural
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,https://whc.unesco.org/en/list/1442,cultural
Western Tien-Shan,https://whc.unesco.org/en/list/1490,natural
Town of Luang Prabang,https://whc.unesco.org/en/list/479,cultural
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,https://whc.unesco.org/en/list/481,cultural
Phong Nha-Ke Bang National Park and Hin Nam No National Park,https://whc.unesco.org/en/list/951,natural
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,https://whc.unesco.org/en/list/1587,cultural
Historic Centre of Riga,https://whc.unesco.org/en/list/852,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Old town of Kuldīga,https://whc.unesco.org/en/list/1658,cultural
Anjar,https://whc.unesco.org/en/list/293,cultural
Baalbek,https://whc.unesco.org/en/list/294,cultural
Byblos,https://whc.unesco.org/en/list/295,cultural
Tyre,https://whc.unesco.org/en/list/299,cultural
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),https://whc.unesco.org/en/list/850,cultural
Rachid Karami International Fair-Tripoli,https://whc.unesco.org/en/list/1702,cultural_danger
Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,mixed
Archaeological Site of Cyrene,https://whc.unesco.org/en/list/190,cultural_danger
Archaeological Site of Leptis Magna,https://whc.unesco.org/en/list/183,cultural_danger
Archaeological Site of Sabratha,https://whc.unesco.org/en/list/184,cultural_danger
Rock-Art Sites of Tadrart Acacus,https://whc.unesco.org/en/list/287,cultural_danger
Old Town of Ghadamès,https://whc.unesco.org/en/list/362,cultural
Vilnius Historic Centre,https://whc.unesco.org/en/list/541,cultural
Curonian Spit,https://whc.unesco.org/en/list/994,cultural
Kernavė Archaeological Site (Cultural Reserve of Kernavė),https://whc.unesco.org/en/list/1137,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
"Modernist Kaunas: Architecture of Optimism, 1919-1939",https://whc.unesco.org/en/list/1661,cultural
City of Luxembourg: its Old Quarters and Fortifications,https://whc.unesco.org/en/list/699,cultural
Andrefana Dry Forests,https://whc.unesco.org/en/list/494,natural
Royal Hill of Ambohimanga,https://whc.unesco.org/en/list/950,cultural
Rainforests of the Atsinanana,https://whc.unesco.org/en/list/1257,natural
Lake Malawi National Park,https://whc.unesco.org/en/list/289,natural
Chongoni Rock-Art Area,https://whc.unesco.org/en/list/476,cultural
Mount Mulanje Cultural Landscape,https://whc.unesco.org/en/list/1201,cultural
Gunung Mulu National Park,https://whc.unesco.org/en/list/1013,natural
Kinabalu Park,https://whc.unesco.org/en/list/1012,natural
"Melaka and George Town, Historic Cities of the Straits of Malacca",https://whc.unesco.org/en/list/1223,cultural
Archaeological Heritage of the Lenggong Valley,https://whc.unesco.org/en/list/1396,cultural
The Archaeological Heritage of Niah National Park’s Caves Complex,https://whc.unesco.org/en/list/1014,cultural
Forest Research Institute Malaysia Forest Park Selangor,https://whc.unesco.org/en/list/1734,cultural
Old Towns of Djenné,https://whc.unesco.org/en/list/116,cultural_danger
Timbuktu,https://whc.unesco.org/en/list/119,cultural_danger
Cliff of Bandiagara (Land of the Dogons),https://whc.unesco.org/en/list/516,mixed
Tomb of Askia,https://whc.unesco.org/en/list/1139,cultural_danger
City of Valletta,https://whc.unesco.org/en/list/131,cultural
Ħal Saflieni Hypogeum,https://whc.unesco.org/en/list/130,cultural
Megalithic Temples of Malta,https://whc.unesco.org/en/list/132,cultural
Bikini Atoll Nuclear Test Site,https://whc.unesco.org/en/list/1339,cultural
Banc d'Arguin National Park,https://whc.unesco.org/en/list/506,natural
"AncientKsourof Ouadane, Chinguetti, Tichitt and Oualata",https://whc.unesco.org/en/list/750,cultural
Aapravasi Ghat,https://whc.unesco.org/en/list/1227,cultural
Le Morne Cultural Landscape,https://whc.unesco.org/en/list/1259,cultural
Historic Centre of Mexico City and Xochimilco,https://whc.unesco.org/en/list/412,cultural
Historic Centre of Oaxaca and Archaeological Site of Monte Albán,https://whc.unesco.org/en/list/415,cultural
Historic Centre of Puebla,https://whc.unesco.org/en/list/416,cultural
Pre-Hispanic City and National Park of Palenque,https://whc.unesco.org/en/list/411,cultural
Pre-Hispanic City of Teotihuacan,https://whc.unesco.org/en/list/414,cultural
Sian Ka'an,https://whc.unesco.org/en/list/410,natural
Historic Town of Guanajuato and Adjacent Mines,https://whc.unesco.org/en/list/482,cultural
Pre-Hispanic City of Chichen-Itza,https://whc.unesco.org/en/list/483,cultural
Historic Centre of Morelia,https://whc.unesco.org/en/list/585,cultural
"El Tajin, Pre-Hispanic City",https://whc.unesco.org/en/list/631,cultural
Historic Centre of Zacatecas,https://whc.unesco.org/en/list/676,cultural
Rock Paintings of the Sierra de San Francisco,https://whc.unesco.org/en/list/714,cultural
Whale Sanctuary of El Vizcaino,https://whc.unesco.org/en/list/554,natural
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,https://whc.unesco.org/en/list/702,cultural
Historic Monuments Zone of Querétaro,https://whc.unesco.org/en/list/792,cultural
Pre-Hispanic Town of Uxmal,https://whc.unesco.org/en/list/791,cultural
"Hospicio Cabañas, Guadalajara",https://whc.unesco.org/en/list/815,cultural
"Archaeological Zone of Paquimé, Casas Grandes",https://whc.unesco.org/en/list/560,cultural
Historic Monuments Zone of Tlacotalpan,https://whc.unesco.org/en/list/862,cultural
Archaeological Monuments Zone of Xochicalco,https://whc.unesco.org/en/list/939,cultural
Historic Fortified Town of Campeche,https://whc.unesco.org/en/list/895,cultural
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",https://whc.unesco.org/en/list/1061,mixed
Franciscan Missions in the Sierra Gorda of Querétaro,https://whc.unesco.org/en/list/1079,cultural
Luis Barragán House and Studio,https://whc.unesco.org/en/list/1136,cultural
Islands and Protected Areas of the Gulf of California,https://whc.unesco.org/en/list/1182,natural_danger
Agave Landscape and Ancient Industrial Facilities of Tequila,https://whc.unesco.org/en/list/1209,cultural
Central University City Campus of theUniversidad Nacional Autónoma de México(UNAM),https://whc.unesco.org/en/list/1250,cultural
Monarch Butterfly Biosphere Reserve,https://whc.unesco.org/en/list/1290,natural
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,https://whc.unesco.org/en/list/1274,cultural
Camino Real de Tierra Adentro,https://whc.unesco.org/en/list/1351,cultural
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,https://whc.unesco.org/en/list/1352,cultural
El Pinacate and Gran Desierto de Altar Biosphere Reserve,https://whc.unesco.org/en/list/1410,natural
Aqueduct of Padre Tembleque Hydraulic System,https://whc.unesco.org/en/list/1463,cultural
Archipiélago de Revillagigedo,https://whc.unesco.org/en/list/1510,natural
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,https://whc.unesco.org/en/list/1534,mixed
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),https://whc.unesco.org/en/list/1704,cultural
Nan Madol: Ceremonial Centre of Eastern Micronesia,https://whc.unesco.org/en/list/1503,cultural_danger
Uvs Nuur Basin,https://whc.unesco.org/en/list/769,natural
Orkhon Valley Cultural Landscape,https://whc.unesco.org/en/list/1081,cultural
Petroglyphic Complexes of the Mongolian Altai,https://whc.unesco.org/en/list/1382,cultural
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,https://whc.unesco.org/en/list/1440,cultural
Landscapes of Dauria,https://whc.unesco.org/en/list/1448,natural
Deer Stone Monuments and Related Bronze Age Sites,https://whc.unesco.org/en/list/1621,cultural
Natural and Culturo-Historical Region of Kotor,https://whc.unesco.org/en/list/125,cultural
Durmitor National Park,https://whc.unesco.org/en/list/100,natural
Stećci Medieval Tombstone Graveyards,https://whc.unesco.org/en/list/1504,cultural
Venetian Works of Defence between the 16th and 17th Centuries:Stato da Terra– WesternStato da Mar,https://whc.unesco.org/en/list/1533,cultural
Medina of Fez,https://whc.unesco.org/en/list/170,cultural
Medina of Marrakesh,https://whc.unesco.org/en/list/331,cultural
Ksar of Ait-Ben-Haddou,https://whc.unesco.org/en/list/444,cultural
Historic City of Meknes,https://whc.unesco.org/en/list/793,cultural
Archaeological Site of Volubilis,https://whc.unesco.org/en/list/836,cultural
Medina of Tétouan (formerly known as Titawin),https://whc.unesco.org/en/list/837,cultural
Medina of Essaouira (formerly Mogador),https://whc.unesco.org/en/list/753,cultural
Portuguese City of Mazagan (El Jadida),https://whc.unesco.org/en/list/1058,cultural
"Rabat, Modern Capital and Historic City: a Shared Heritage",https://whc.unesco.org/en/list/1401,cultural
Island of Mozambique,https://whc.unesco.org/en/list/599,cultural
iSimangaliso Wetland Park – Maputo National Park,https://whc.unesco.org/en/list/914,natural
Pyu Ancient Cities,https://whc.unesco.org/en/list/1444,cultural
Bagan,https://whc.unesco.org/en/list/1588,cultural
Twyfelfontein or /Ui-//aes,https://whc.unesco.org/en/list/1255,cultural
Namib Sand Sea,https://whc.unesco.org/en/list/1430,natural
Kathmandu Valley,https://whc.unesco.org/en/list/121,cultural
Sagarmatha National Park,https://whc.unesco.org/en/list/120,natural
Chitwan National Park,https://whc.unesco.org/en/list/284,natural
"Lumbini, the Birthplace of the Lord Buddha",https://whc.unesco.org/en/list/666,cultural
Schokland and Surroundings,https://whc.unesco.org/en/list/739,cultural
Dutch Water Defence Lines,https://whc.unesco.org/en/list/759,cultural
"Historic Area of Willemstad, Inner City and Harbour, Curaçao",https://whc.unesco.org/en/list/819,cultural
Mill Network at Kinderdijk-Elshout,https://whc.unesco.org/en/list/818,cultural
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),https://whc.unesco.org/en/list/867,cultural
Droogmakerij de Beemster (Beemster Polder),https://whc.unesco.org/en/list/899,cultural
Rietveld Schröderhuis (Rietveld Schröder House),https://whc.unesco.org/en/list/965,cultural
Wadden Sea,https://whc.unesco.org/en/list/1314,natural
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,https://whc.unesco.org/en/list/1349,cultural
Van Nellefabriek,https://whc.unesco.org/en/list/1441,cultural
Colonies of Benevolence,https://whc.unesco.org/en/list/1555,cultural
Frontiers of the Roman Empire – The Lower German Limes,https://whc.unesco.org/en/list/1631,cultural
Eisinga Planetarium in Franeker,https://whc.unesco.org/en/list/1683,cultural
Te Wahipounamu – South West New Zealand,https://whc.unesco.org/en/list/551,natural
Tongariro National Park,https://whc.unesco.org/en/list/421,mixed
New Zealand Sub-Antarctic Islands,https://whc.unesco.org/en/list/877,natural
Ruins of León Viejo,https://whc.unesco.org/en/list/613,cultural
León Cathedral,https://whc.unesco.org/en/list/1236,cultural
Air and Ténéré Natural Reserves,https://whc.unesco.org/en/list/573,natural_danger
W-Arly-Pendjari Complex,https://whc.unesco.org/en/list/749,natural
Historic Centre of Agadez,https://whc.unesco.org/en/list/1268,cultural
Sukur Cultural Landscape,https://whc.unesco.org/en/list/938,cultural
Osun-Osogbo Sacred Grove,https://whc.unesco.org/en/list/1118,cultural
Natural and Cultural Heritage of the Ohrid region,https://whc.unesco.org/en/list/99,mixed
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Bryggen,https://whc.unesco.org/en/list/59,cultural
Urnes Stave Church,https://whc.unesco.org/en/list/58,cultural
Røros Mining Town and the Circumference,https://whc.unesco.org/en/list/55,cultural
Rock Art of Alta,https://whc.unesco.org/en/list/352,cultural
Vegaøyan – The Vega Archipelago,https://whc.unesco.org/en/list/1143,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,https://whc.unesco.org/en/list/1195,natural
Rjukan-Notodden Industrial Heritage Site,https://whc.unesco.org/en/list/1486,cultural
Bahla Fort,https://whc.unesco.org/en/list/433,cultural
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",https://whc.unesco.org/en/list/434,cultural
Arabian Oryx Sanctuary,https://whc.unesco.org/en/list/654,natural
Land of Frankincense,https://whc.unesco.org/en/list/1010,cultural
AflajIrrigation Systems of Oman,https://whc.unesco.org/en/list/1207,cultural
Ancient City of Qalhat,https://whc.unesco.org/en/list/1537,cultural
Archaeological Ruins at Moenjodaro,https://whc.unesco.org/en/list/138,cultural
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,https://whc.unesco.org/en/list/140,cultural
Taxila,https://whc.unesco.org/en/list/139,cultural
Fort and Shalamar Gardens in Lahore,https://whc.unesco.org/en/list/171,cultural
"Historical Monuments at Makli, Thatta",https://whc.unesco.org/en/list/143,cultural
Rohtas Fort,https://whc.unesco.org/en/list/586,cultural
Rock Islands Southern Lagoon,https://whc.unesco.org/en/list/1386,mixed
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,https://whc.unesco.org/en/list/135,cultural_danger
Darien National Park,https://whc.unesco.org/en/list/159,natural
Talamanca Range-La Amistad Reserves / La Amistad National Park,https://whc.unesco.org/en/list/205,natural
Coiba National Park and its Special Zone of Marine Protection,https://whc.unesco.org/en/list/1138,natural
The Colonial Transisthmian Route of Panamá,https://whc.unesco.org/en/list/1582,cultural
Kuk Early Agricultural Site,https://whc.unesco.org/en/list/887,cultural
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,https://whc.unesco.org/en/list/648,cultural
City of Cuzco,https://whc.unesco.org/en/list/273,cultural
Historic Sanctuary of Machu Picchu,https://whc.unesco.org/en/list/274,mixed
Chavin (Archaeological Site),https://whc.unesco.org/en/list/330,cultural
Huascarán National Park,https://whc.unesco.org/en/list/333,natural
Chan Chan Archaeological Zone,https://whc.unesco.org/en/list/366,cultural_danger
Manú National Park,https://whc.unesco.org/en/list/402,natural
Historic Centre of Lima,https://whc.unesco.org/en/list/500,cultural
Río Abiseo National Park,https://whc.unesco.org/en/list/548,mixed
Lines and Geoglyphs of Nasca and Palpa,https://whc.unesco.org/en/list/700,cultural
Historical Centre of the City of Arequipa,https://whc.unesco.org/en/list/1016,cultural
Sacred City of Caral-Supe,https://whc.unesco.org/en/list/1269,cultural
"Qhapaq Ñan, Andean Road System",https://whc.unesco.org/en/list/1459,cultural
Chankillo Archaeoastronomical Complex,https://whc.unesco.org/en/list/1624,cultural
Baroque Churches of the Philippines,https://whc.unesco.org/en/list/677,cultural
Tubbataha Reefs Natural Park,https://whc.unesco.org/en/list/653,natural
Rice Terraces of the Philippine Cordilleras,https://whc.unesco.org/en/list/722,cultural
Historic City of Vigan,https://whc.unesco.org/en/list/502,cultural
Puerto-Princesa Subterranean River National Park,https://whc.unesco.org/en/list/652,natural
Mount Hamiguitan Range Wildlife Sanctuary,https://whc.unesco.org/en/list/1403,natural
Historic Centre of Kraków,https://whc.unesco.org/en/list/29,cultural
Wieliczka and Bochnia Royal Salt Mines,https://whc.unesco.org/en/list/32,cultural
Auschwitz BirkenauGerman Nazi Concentration and Extermination Camp (1940-1945),https://whc.unesco.org/en/list/31,cultural
Białowieża Forest,https://whc.unesco.org/en/list/33,natural
Historic Centre of Warsaw,https://whc.unesco.org/en/list/30,cultural
Old City of Zamość,https://whc.unesco.org/en/list/564,cultural
Castle of the Teutonic Order in Malbork,https://whc.unesco.org/en/list/847,cultural
Medieval Town of Toruń,https://whc.unesco.org/en/list/835,cultural
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,https://whc.unesco.org/en/list/905,cultural
Churches of Peace in Jawor and Świdnica,https://whc.unesco.org/en/list/1054,cultural
Wooden Churches of Southern Małopolska,https://whc.unesco.org/en/list/1053,cultural
Muskauer Park / Park Mużakowski,https://whc.unesco.org/en/list/1127,cultural
Centennial Hall in Wrocław,https://whc.unesco.org/en/list/1165,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
WoodenTserkvasof the Carpathian Region in Poland and Ukraine,https://whc.unesco.org/en/list/1424,cultural
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,https://whc.unesco.org/en/list/1539,cultural
Krzemionki Prehistoric Striped Flint Mining Region,https://whc.unesco.org/en/list/1599,cultural
Central Zone of the Town of Angra do Heroismo in the Azores,https://whc.unesco.org/en/list/206,cultural
Convent of Christ in Tomar,https://whc.unesco.org/en/list/265,cultural
Monastery of Batalha,https://whc.unesco.org/en/list/264,cultural
Monastery of the Hieronymites and Tower of Belém in Lisbon,https://whc.unesco.org/en/list/263,cultural
Historic Centre of Évora,https://whc.unesco.org/en/list/361,cultural
Monastery of Alcobaça,https://whc.unesco.org/en/list/505,cultural
Cultural Landscape of Sintra,https://whc.unesco.org/en/list/723,cultural
"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",https://whc.unesco.org/en/list/755,cultural
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,https://whc.unesco.org/en/list/866,cultural
Laurisilva of Madeira,https://whc.unesco.org/en/list/934,natural
Alto Douro Wine Region,https://whc.unesco.org/en/list/1046,cultural
Historic Centre of Guimarães and Couros Zone,https://whc.unesco.org/en/list/1031,cultural
Landscape of the Pico Island Vineyard Culture,https://whc.unesco.org/en/list/1117,cultural
Garrison Border Town of Elvas and its Fortifications,https://whc.unesco.org/en/list/1367,cultural
University of Coimbra – Alta and Sofia,https://whc.unesco.org/en/list/1387,cultural
"Royal Building ofMafra– Palace, Basilica, Convent,CercoGarden and Hunting Park (Tapada)",https://whc.unesco.org/en/list/1573,cultural
Sanctuary of Bom Jesus do Monte in Braga,https://whc.unesco.org/en/list/1590,cultural
Al Zubarah Archaeological Site,https://whc.unesco.org/en/list/1402,cultural
"Haeinsa Temple Janggyeong Panjeon, the Depositories for theTripitaka KoreanaWoodblocks",https://whc.unesco.org/en/list/737,cultural
Jongmyo Shrine,https://whc.unesco.org/en/list/738,cultural
Seokguram Grotto and Bulguksa Temple,https://whc.unesco.org/en/list/736,cultural
Changdeokgung Palace Complex,https://whc.unesco.org/en/list/816,cultural
Hwaseong Fortress,https://whc.unesco.org/en/list/817,cultural
"Gochang, Hwasun and Ganghwa Dolmen Sites",https://whc.unesco.org/en/list/977,cultural
Gyeongju Historic Areas,https://whc.unesco.org/en/list/976,cultural
Jeju Volcanic Island and Lava Tubes,https://whc.unesco.org/en/list/1264,natural
Royal Tombs of the Joseon Dynasty,https://whc.unesco.org/en/list/1319,cultural
Historic Villages of Korea: Hahoe and Yangdong,https://whc.unesco.org/en/list/1324,cultural
Namhansanseong,https://whc.unesco.org/en/list/1439,cultural
Baekje Historic Areas,https://whc.unesco.org/en/list/1477,cultural
"Sansa, Buddhist Mountain Monasteries in Korea",https://whc.unesco.org/en/list/1562,cultural
"Seowon, Korean Neo-Confucian Academies",https://whc.unesco.org/en/list/1498,cultural
"Getbol, Korean Tidal Flats",https://whc.unesco.org/en/list/1591,natural
Gaya Tumuli,https://whc.unesco.org/en/list/1666,cultural
Petroglyphs along the Bangucheon Stream,https://whc.unesco.org/en/list/1740,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Danube Delta,https://whc.unesco.org/en/list/588,natural
Churches of Moldavia,https://whc.unesco.org/en/list/598,cultural
Monastery of Horezu,https://whc.unesco.org/en/list/597,cultural
Villages with Fortified Churches in Transylvania,https://whc.unesco.org/en/list/596,cultural
Dacian Fortresses of the Orastie Mountains,https://whc.unesco.org/en/list/906,cultural
Historic Centre of Sighişoara,https://whc.unesco.org/en/list/902,cultural
Wooden Churches of Maramureş,https://whc.unesco.org/en/list/904,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Roșia Montană Mining Landscape,https://whc.unesco.org/en/list/1552,cultural_danger
Brâncuși Monumental Ensemble of Târgu Jiu,https://whc.unesco.org/en/list/1473,cultural
Frontiers of the Roman Empire – Dacia,https://whc.unesco.org/en/list/1718,cultural
Historic Centre of Saint Petersburg and Related Groups of Monuments,https://whc.unesco.org/en/list/540,cultural
Kizhi Pogost,https://whc.unesco.org/en/list/544,cultural
"Kremlin and Red Square, Moscow",https://whc.unesco.org/en/list/545,cultural
Cultural and Historic Ensemble of the Solovetsky Islands,https://whc.unesco.org/en/list/632,cultural
Historic Monuments of Novgorod and Surroundings,https://whc.unesco.org/en/list/604,cultural
White Monuments of Vladimir and Suzdal,https://whc.unesco.org/en/list/633,cultural
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,https://whc.unesco.org/en/list/657,cultural
"Church of the Ascension, Kolomenskoye",https://whc.unesco.org/en/list/634,cultural
Virgin Komi Forests,https://whc.unesco.org/en/list/719,natural
Lake Baikal,https://whc.unesco.org/en/list/754,natural
Volcanoes of Kamchatka,https://whc.unesco.org/en/list/765,natural
Golden Mountains of Altai,https://whc.unesco.org/en/list/768,natural
Western Caucasus,https://whc.unesco.org/en/list/900,natural
Curonian Spit,https://whc.unesco.org/en/list/994,cultural
Ensemble of the Ferapontov Monastery,https://whc.unesco.org/en/list/982,cultural
Historic and Architectural Complex of the Kazan Kremlin,https://whc.unesco.org/en/list/980,cultural
Central Sikhote-Alin,https://whc.unesco.org/en/list/766,natural
"Citadel, Ancient City and Fortress Buildings of Derbent",https://whc.unesco.org/en/list/1070,cultural
Uvs Nuur Basin,https://whc.unesco.org/en/list/769,natural
Ensemble of the Novodevichy Convent,https://whc.unesco.org/en/list/1097,cultural
Natural System of Wrangel Island Reserve,https://whc.unesco.org/en/list/1023,natural
Historical Centre of the City of Yaroslavl,https://whc.unesco.org/en/list/1170,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Putorana Plateau,https://whc.unesco.org/en/list/1234,natural
Lena Pillars Nature Park,https://whc.unesco.org/en/list/1299,natural
Bolgar Historical and Archaeological Complex,https://whc.unesco.org/en/list/981,cultural
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,https://whc.unesco.org/en/list/1525,cultural
Landscapes of Dauria,https://whc.unesco.org/en/list/1448,natural
Churches of the Pskov School of Architecture,https://whc.unesco.org/en/list/1523,cultural
Petroglyphs of Lake Onega and the White Sea,https://whc.unesco.org/en/list/1654,cultural
Astronomical Observatories of Kazan Federal University,https://whc.unesco.org/en/list/1678,cultural
Cultural Landscape of Kenozero Lake,https://whc.unesco.org/en/list/1688,cultural
Rock Paintings of Shulgan-Tash Cave,https://whc.unesco.org/en/list/1743,cultural
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",https://whc.unesco.org/en/list/1586,cultural
Nyungwe National Park,https://whc.unesco.org/en/list/1697,natural
Brimstone Hill Fortress National Park,https://whc.unesco.org/en/list/910,cultural
Pitons Management Area,https://whc.unesco.org/en/list/1161,natural
San Marino Historic Centre and Mount Titano,https://whc.unesco.org/en/list/1245,cultural
Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),https://whc.unesco.org/en/list/1293,cultural
At-Turaif District in ad-Dir'iyah,https://whc.unesco.org/en/list/1329,cultural
"Historic Jeddah, the Gate to Makkah",https://whc.unesco.org/en/list/1361,cultural
Rock Art in the Hail Region of Saudi Arabia,https://whc.unesco.org/en/list/1472,cultural
"Al-Ahsa Oasis, an Evolving Cultural Landscape",https://whc.unesco.org/en/list/1563,cultural
Ḥimā Cultural Area,https://whc.unesco.org/en/list/1619,cultural
‘Uruq Bani Ma’arid,https://whc.unesco.org/en/list/1699,natural
The Cultural Landscape of Al-Faw Archaeological Area,https://whc.unesco.org/en/list/1712,cultural
Island of Gorée,https://whc.unesco.org/en/list/26,cultural
Djoudj National Bird Sanctuary,https://whc.unesco.org/en/list/25,natural
Niokolo-Koba National Park,https://whc.unesco.org/en/list/153,natural
Island of Saint-Louis,https://whc.unesco.org/en/list/956,cultural
Stone Circles of Senegambia,https://whc.unesco.org/en/list/1226,cultural
Saloum Delta,https://whc.unesco.org/en/list/1359,cultural
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",https://whc.unesco.org/en/list/1407,cultural
Stari Ras and Sopoćani,https://whc.unesco.org/en/list/96,cultural
Studenica Monastery,https://whc.unesco.org/en/list/389,cultural
Medieval Monuments in Kosovo,https://whc.unesco.org/en/list/724,cultural_danger
"Gamzigrad-Romuliana, Palace of Galerius",https://whc.unesco.org/en/list/1253,cultural
Stećci Medieval Tombstone Graveyards,https://whc.unesco.org/en/list/1504,cultural
Aldabra Atoll,https://whc.unesco.org/en/list/185,natural
Vallée de Mai Nature Reserve,https://whc.unesco.org/en/list/261,natural
Gola-Tiwai Complex,https://whc.unesco.org/en/list/1746,natural
Singapore Botanic Gardens,https://whc.unesco.org/en/list/1483,cultural
